FrameCounter,Acc,Gyr,Euler
601,1.0249302415286612,1.2154274614052458,170.33015930163296
602,1.0246116337422682,0.9890788603022107,170.33163889943373
603,1.0249302415286612,0.8102849742701637,170.33092579541585
604,1.025540832926705,0.6354411615639328,170.3305695313848
605,1.0261530100331042,0.4051424871350818,170.24821409461168
606,1.0246116337422682,0.20658294476872963,170.24821409461168
607,1.022435328028135,0.1145916,170.24637694590567
608,1.0202009605955094,0.24308549228104923,170.24637694590567
609,1.0208961749365113,0.38005734132648983,170.2413184417817
610,1.0185308046397026,0.5313393905942229,170.20300387202553
611,1.017921902701774,0.753608588520407,170.20152450611752
612,1.0158769610538474,0.8613447426359786,170.19682564996555
613,1.0169936086328173,0.9757123153448459,170.19534700189442
614,1.0181109959135104,1.032914723843648,170.1960645316523
615,1.0192291204631077,1.0886202,170.15628162064496
616,1.0201573408058189,1.0946347220139694,170.15700201613149
617,1.019549410278874,1.1516313272252365,170.1504710777296
618,1.0204773392878452,1.216777186930968,170.15119304129558
619,1.0200289211586109,1.15873584450243,170.1446638093405
620,1.020667918570972,1.102106718120709,170.11214704611731
621,1.0194851641882778,1.0471189545661752,170.11067287247738
622,1.0214675716830173,1.0006281291170063,170.1059838578302
623,1.020220564387917,0.9059261418073772,170.09909536971503
624,1.0174364845040698,0.9604526245665842,170.0998225691575
625,1.0144609405985032,0.8670427854261635,170.05933668266368
626,1.014269195036505,0.9238670149899281,170.06006598250147
627,1.0176295986261406,0.5843048044938189,170.06043092080418
628,1.018751196318316,0.24308549228104914,170.05501602852578
629,1.0198735215701993,0.23623663530426445,170.05501602852578
630,1.0202529098218736,0.4051424871350818,169.97736327348085
631,1.0194851641882778,0.1718874,169.97194863194343
632,1.0199318604691197,0.20658294476872963,169.9723149182652
633,1.0182386753605464,0.09923923666030487,169.9723149182652
634,1.0185573130658874,0.08102849742701637,169.9723149182652
635,1.0196788710177336,0.1718874,169.93230469781284
636,1.0176295986261406,0.4583664000000001,169.93193658659584
637,1.0163828019009373,0.4051424871350818,169.93340651531244
638,1.0163163877454697,0.5313393905942229,169.93303879284724
639,1.015581114436459,0.6009234200298736,169.93267126276916
640,1.0168288941606645,0.6557804048542776,169.91138165605977
641,1.0177563559123568,0.6970334907669214,169.91101407913573
642,1.0207320902176045,0.6730732503036503,169.9106466946244
643,1.0214675716830173,0.7382047438266975,169.90486523490813
644,1.0212761624555817,0.6223916984677094,169.89908396489798
645,1.0234520018056539,0.41711972019423876,169.88284131310385
646,1.0211801995730234,0.5060228042449469,169.87706025980458
647,1.020988736470682,0.5758156636126184,169.87669357484916
648,1.0202529098218736,0.38435191087569737,169.87669357484916
649,1.018812544092386,0.3085473257566171,169.87091289208917
650,1.0176939618569032,0.20658294476872963,169.83879475938355
