FrameCounter,Acc,Gyr,Euler
751,0.9900479786353791,0.44009739054073016,18.470035864922593
752,0.9912285306628336,0.5027686045471416,18.467827350703452
753,0.9932018928697226,0.5405274961460887,18.460559163152986
754,0.9926434405162813,0.45114758034780583,18.457030713718535
755,0.9954180026501429,0.5926723636609692,18.474875009406706
756,0.9995749096490968,0.708709905912793,18.471335076671814
757,1.0069369394356331,0.660767399911739,18.464055824286
758,1.0058558544841303,0.7557835096040134,18.458298827876245
759,1.0005058720467361,0.9807461182225091,18.45254537250965
760,0.9942725984356603,1.1949986541722128,18.452928754807843
761,0.991315792268034,1.0840874105694243,18.443427243579027
762,0.9907941259414087,0.8342394403884773,18.438991114041535
763,0.9940930539944437,0.42103642321366924,18.438991114041535
764,0.9955927882422612,0.2921524022469095,18.43241506296164
765,0.996715606379272,0.44749450338081254,18.49847854493394
766,0.9959021036226402,0.47937105548291087,18.49115849307446
767,0.9929697880600397,0.555503391149109,18.488897459785722
768,0.9907199402454762,0.7359778767806814,18.481578941898103
769,0.9906942010529788,0.7382047438266975,18.472801245566345
770,0.9908304597659481,0.7448454,18.512468043596268
771,0.9924620899560849,0.6276440422060899,18.506584198821905
772,0.9946803506654789,0.8613447426359786,18.504307309618916
773,0.9935461740654029,1.2045752132419463,18.504813801994324
774,0.9927703661975411,1.272173214596393,18.50027172884659
775,0.9906109226129096,1.2045752132419463,18.52642748710747
776,0.9892269709222449,1.3190483727859263,18.519592662912494
777,0.9911942292003116,1.4907922351227485,18.52009873726017
778,0.9906820882604066,1.5575607941765741,18.513288174865806
779,0.9930503511907137,1.6083697503187253,18.506491070944595
780,0.995578726168855,1.6093899659305568,18.505754013783783
781,0.9922464411626781,1.50394653916752,18.50403321251722
782,0.9933282438348363,1.50394653916752,18.506030746267854
783,0.9931495355685366,1.5680636831877588,18.499273565286607
784,0.9922620621589843,1.5169867820932523,18.49984407780881
785,0.9912184421206054,1.5169867820932523,18.498331249465263
786,0.9909843591096683,1.5732888348998604,18.497474073043698
787,0.9937107224942276,1.6625657651391959,18.495830596808666
788,0.990657862230952,1.6134643774278128,18.489128280724454
789,0.9905220845594509,1.6124467397501472,18.487517800702978
790,0.9895781929691053,1.434685001462091,18.484775045172704
791,0.9915951794961491,1.2605076000000002,18.48540283380732
792,0.9923537675647732,1.2605076000000002,18.480955464167806
793,0.993253744015093,1.153055732627092,18.476514131017026
794,0.9905220845594509,1.2059370850316031,18.472078838709134
795,0.9879311716916316,1.2708823231278656,18.47367467148037
796,0.9874588599025278,1.3485829668554175,18.469242252183957
797,0.9892896441386617,1.3424835101424375,18.463392638663823
798,0.9909843591096683,1.2086562250904103,18.45676391844075
799,0.9924399226149662,0.982418320831895,18.454557373648058
800,0.9953964034493996,0.8839165515128224,18.463606887561994
