FrameCounter,Acc,Gyr,Euler
501,1.082547458543966,22.809629967497788,89.16312106712188
502,1.1296521588524495,23.436013381165075,88.96804632707607
503,1.1561366701216598,22.970185631121684,88.80109908872848
504,1.1546337081516371,19.583432878152273,88.6694469709348
505,1.1216960372578662,14.699360042871499,88.60944274816272
506,1.06071909570819,10.69361296165107,88.53853141624873
507,1.0030154535200342,8.89931232346438,88.48717200639554
508,0.9764271606218253,9.259965614534257,88.4407059665849
509,0.9776512670681708,10.15849848207467,88.38142062493591
510,0.9938078285060951,11.14384898601123,88.34734738537198
511,1.0054536289655531,13.202921716221905,88.24382592134728
512,1.006531171896827,16.945420525397733,88.10175912078455
513,0.9993567931424692,21.423879556509807,87.91215180243982
514,0.987913963865275,25.78559269846842,87.66986505544776
515,0.9851649608060571,29.732048804286926,87.38870987310717
516,0.9967597503912364,32.82394322667606,87.06069133011485
517,1.0130360309485542,34.1488255323161,86.7205399385601
518,1.0262772529877098,34.6848349021491,86.37045008946968
519,1.0340585089829297,34.5805192304256,86.02759319949742
520,1.0258786477941726,33.54721688208491,85.68780842995474
521,1.0158631797638893,31.009998719201757,85.3826433154113
522,1.0043709474093723,28.441002596882754,85.10040036541216
523,0.9899040357529613,26.15583078707467,84.85211301726325
524,0.9803988984081938,24.820921470982974,84.62645481519482
525,0.9730539553385515,24.621599277024803,84.42997536197525
526,0.9628218942255103,25.14848358917763,84.23296277986361
527,0.9588753829356556,26.079661041135935,84.04306279381458
528,0.9568589237708973,27.259918239334205,83.85641253990838
529,0.9551617664039951,28.21124407447762,83.66623074555496
530,0.9587643088893119,28.76608662971072,83.48196508742609
531,0.9628463013378614,28.846258887862763,83.27401394619434
532,0.9668278026618804,28.310213673699586,83.05703217564516
533,0.9717875282179742,27.125673740418584,82.84069330369609
534,0.9764998719917991,25.727409245207,82.62325696056422
535,0.981279776618269,24.75284661059268,82.43042305055124
536,0.9831042671049699,23.978069824236737,82.21998027588388
537,0.9830737510482109,23.3585637914653,82.01390500112336
538,0.9831327479033541,23.10875355455371,81.80800764762574
539,0.9841691927712429,23.348372430188704,81.59533964255444
540,0.9871423402934351,23.502874043765203,81.42002397263694
541,0.9872335083454167,23.758213171230214,81.20651049466422
542,0.988330410338567,24.109348262064938,80.98929060856229
543,0.9844434976168007,24.358330780126504,80.77174097790137
544,0.9775535790942612,24.85904912274888,80.55052791851409
545,0.9755665020899396,25.43385021341951,80.35931223152507
546,0.973690916050879,26.104824142284496,80.13800201944177
547,0.971766947369584,26.629051345146074,79.91316870108457
548,0.9687254513018639,26.893344868583316,79.68459315232558
549,0.9627066012030872,27.150713778323723,79.45513858867822
550,0.9575040469888364,27.17325424598013,79.25710327790289
